image_path,value
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00113.png,24.832
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00114.png,31.191
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00115.png,14.191
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00116.png,-13.333
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00117.png,-26.979
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00118.png,-14.530
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00119.png,-19.248
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00120.png,40.777
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00121.png,44.364
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00122.png,29.083
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00123.png,-28.381
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00124.png,20.332
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00125.png,-27.795
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00126.png,-16.766
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00127.png,-25.576
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00128.png,38.943
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00129.png,-20.004
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00130.png,23.382
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00131.png,37.665
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00132.png,2.533
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00133.png,-7.405
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00134.png,21.514
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00135.png,-4.098
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00136.png,-20.032
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00137.png,45.223
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00138.png,-28.542
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00139.png,21.151
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00140.png,-3.872
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00141.png,-19.822
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00142.png,-19.884
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00143.png,2.785
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00144.png,42.645
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00145.png,8.046
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00146.png,-14.923
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00147.png,19.299
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00148.png,40.984
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00149.png,-27.159
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00150.png,43.579
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00151.png,9.157
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00152.png,-28.088
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00153.png,29.680
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00154.png,-6.917
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00155.png,-2.810
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00156.png,36.453
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00157.png,24.578
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00158.png,-21.301
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00159.png,43.775
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00160.png,26.771
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00161.png,12.466
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00162.png,-10.688
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00163.png,-15.569
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00164.png,7.370
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00165.png,9.216
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00166.png,19.830
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00167.png,41.508
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00168.png,-28.692
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00169.png,45.967
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00170.png,-24.224
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00171.png,-12.767
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00172.png,25.980
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00173.png,5.362
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00174.png,49.074
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00175.png,9.608
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00176.png,-29.775
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00177.png,-21.675
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00178.png,28.264
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00179.png,46.063
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00180.png,3.960
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00181.png,-7.946
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00182.png,24.698
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00183.png,-3.814
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00184.png,25.212
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00185.png,25.867
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00186.png,12.622
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00187.png,42.749
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00188.png,-12.577
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00189.png,-18.455
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00190.png,-5.744
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00191.png,7.749
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00192.png,-24.531
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00193.png,48.049
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00194.png,18.501
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00195.png,15.012
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00196.png,1.374
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00197.png,5.954
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00198.png,14.446
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00199.png,35.388
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00200.png,6.394
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00201.png,-0.632
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00202.png,33.044
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00203.png,40.292
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00204.png,34.362
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00205.png,-7.549
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00206.png,-20.920
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00207.png,21.926
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00208.png,45.454
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00209.png,-22.694
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00210.png,41.902
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00211.png,16.734
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00212.png,-16.271
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00213.png,-5.578
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00214.png,13.535
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00215.png,28.513
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00216.png,-4.429
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00217.png,2.043
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00218.png,43.778
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00219.png,10.338
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00220.png,-2.608
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00221.png,2.965
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00222.png,3.386
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00223.png,-17.995
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00224.png,-2.164
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00225.png,-20.617
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00226.png,-16.687
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00227.png,-18.896
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00228.png,44.236
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00229.png,7.901
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00230.png,36.428
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00231.png,6.192
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00232.png,47.079
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00233.png,29.761
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00234.png,8.799
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00235.png,48.204
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00236.png,-2.714
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00237.png,44.454
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00238.png,-29.224
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00239.png,41.927
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00240.png,6.589
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00241.png,-3.287
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00242.png,21.055
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00243.png,26.896
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00244.png,14.997
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00245.png,7.289
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00246.png,-4.314
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00247.png,34.648
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00248.png,17.488
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00249.png,-10.816
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00250.png,-5.965
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00251.png,19.380
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00252.png,-27.298
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00253.png,40.452
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00254.png,-26.154
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00255.png,0.094
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00256.png,10.397
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00257.png,29.530
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00258.png,40.715
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00259.png,11.383
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00260.png,4.908
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00261.png,-23.333
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00262.png,45.075
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00263.png,-2.671
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00264.png,-7.986
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00265.png,-10.722
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00266.png,17.683
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00267.png,19.025
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00268.png,33.511
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00269.png,40.576
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00270.png,34.749
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00271.png,42.959
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00272.png,-25.673
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00273.png,-21.734
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00274.png,-10.083
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00275.png,-0.906
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00276.png,45.640
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00277.png,45.508
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00278.png,42.496
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00279.png,-25.932
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00280.png,-20.518
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00281.png,-10.050
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00282.png,30.067
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00283.png,-8.036
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00284.png,-9.642
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00285.png,-13.388
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00286.png,12.473
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00287.png,38.836
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00288.png,-24.051
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00289.png,49.693
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00290.png,33.512
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00291.png,-5.181
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00292.png,-22.427
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00293.png,-19.716
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00294.png,46.228
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00295.png,-14.677
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00296.png,45.932
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00297.png,40.213
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00298.png,-6.876
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00299.png,33.775
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00300.png,-25.782
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00301.png,-27.176
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00302.png,28.091
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00303.png,30.633
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00304.png,21.750
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00305.png,-10.587
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00306.png,-5.265
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00307.png,-9.708
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00308.png,17.961
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00309.png,9.807
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00310.png,-0.330
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00311.png,10.190
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00312.png,16.151
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00313.png,8.426
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00314.png,-14.304
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00315.png,12.002
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00316.png,31.829
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00317.png,17.545
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00318.png,44.883
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00319.png,40.075
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00320.png,-24.851
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00321.png,-1.421
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00322.png,19.465
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00323.png,-19.499
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00324.png,6.304
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00325.png,-9.358
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00326.png,49.163
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00327.png,46.471
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00328.png,30.085
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00329.png,46.322
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00330.png,39.800
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00331.png,2.223
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00332.png,-3.569
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00333.png,25.824
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00334.png,-24.836
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00335.png,-9.070
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00336.png,-10.725
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00337.png,41.261
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00338.png,-14.779
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00339.png,21.996
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00340.png,-1.072
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00341.png,30.102
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00342.png,-4.388
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00343.png,14.276
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00344.png,21.152
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00345.png,-21.838
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00346.png,22.496
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00347.png,-2.516
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00348.png,-11.987
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00349.png,33.739
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00350.png,11.552
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00351.png,-2.157
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00352.png,-24.080
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00353.png,42.055
tmp/synth_gauge_pretrain_v1/images/synthetic_gauge_00354.png,40.034
