image_path,center_x,center_y,temperature_c,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,label_quality,temperature_source,bbox_source
captured_images/capture_0074.gray.png,111.0,110.0,0.0,0,0,224,224,board_labeled,merged_geometry_board_manifest.csv,merged_geometry_board_manifest.csv
captured_images/capture_0074.png,101.0,121.0,0.0,0,0,224,224,board_labeled,merged_geometry_board_manifest.csv,merged_geometry_board_manifest.csv
captured_images/capture_0075.png,100.0,99.0,19.0,0,0,224,224,board_labeled,merged_geometry_board_manifest.csv,merged_geometry_board_manifest.csv
captured_images/capture_0c.png,142.0,120.0,0.0,0,0,224,224,board_labeled,merged_geometry_board_manifest.csv,merged_geometry_board_manifest.csv
captured_images/capture_0c_preview.png,130.0,115.0,0.0,0,0,224,224,board_labeled,merged_geometry_board_manifest.csv,merged_geometry_board_manifest.csv
captured_images/capture_2026-04-03_08-11-24.gray.png,167.0,193.0,45.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-03_08-11-24.png,167.0,193.0,45.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-03_08-15-32.gray.png,100.0,94.0,45.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-03_08-15-32.png,100.0,94.0,45.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-03_08-19-26.gray.png,117.0,111.0,45.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-03_08-19-26.png,117.0,111.0,45.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-03_08-20-49.gray.png,116.0,105.0,45.0,0,0,224,224,board_labeled,merged_geometry_board_manifest.csv,merged_geometry_board_manifest.csv
captured_images/capture_2026-04-03_08-20-49.png,116.0,105.0,45.0,0,0,224,224,board_labeled,merged_geometry_board_manifest.csv,merged_geometry_board_manifest.csv
captured_images/capture_2026-04-03_11-43-02.gray.png,115.0,109.0,0.0,0,0,224,224,board_labeled,merged_geometry_board_manifest.csv,merged_geometry_board_manifest.csv
captured_images/capture_2026-04-03_11-43-02.png,115.0,109.0,0.0,0,0,224,224,board_labeled,merged_geometry_board_manifest.csv,merged_geometry_board_manifest.csv
captured_images/capture_2026-04-03_11-44-35.gray.png,100.0,110.0,35.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-03_11-44-35.png,100.0,110.0,35.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-03_13-48-34.png,97.0,142.0,30.0,0,0,224,224,board_labeled,merged_geometry_board_manifest.csv,merged_geometry_board_manifest.csv
captured_images/capture_2026-04-03_15-28-33.png,53.0,100.0,35.0,0,0,224,224,board_labeled,merged_geometry_board_manifest.csv,merged_geometry_board_manifest.csv
captured_images/capture_2026-04-03_15-29-02.png,112.0,112.0,35.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-03_15-46-04.png,137.0,86.0,19.0,0,0,224,224,board_labeled,merged_geometry_board_manifest.csv,merged_geometry_board_manifest.csv
captured_images/capture_2026-04-03_15-46-31.png,112.0,112.0,19.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-15_11-29-40.png,115.0,94.0,22.0,32.28,32.82,214.83,187.88,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_11-32-55.png,115.0,93.0,22.0,32.31,32.86,214.93,187.98,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_13-08-57.png,95.0,121.0,0.0,0,0,224,224,board_labeled,merged_geometry_board_manifest.csv,merged_geometry_board_manifest.csv
captured_images/capture_2026-04-15_13-10-35.png,95.0,121.0,22.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_13-12-13.png,95.0,121.0,22.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_13-13-50.png,95.0,121.0,22.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_13-15-28.png,95.0,121.0,22.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_13-17-07.png,95.0,121.0,22.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_13-18-44.png,95.0,121.0,22.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_13-22-10.png,95.0,121.0,22.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_13-25-27.png,97.0,103.0,22.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_13-27-05.png,98.0,106.0,22.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_13-28-42.png,98.0,106.0,22.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_13-30-20.png,95.0,121.0,22.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_13-31-58.png,97.0,103.0,22.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_13-33-37.png,95.0,121.0,22.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_13-35-15.png,95.0,121.0,22.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_13-36-53.png,95.0,127.0,22.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_13-38-31.png,95.0,122.0,22.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_13-40-07.png,95.0,122.0,22.0,12.19,39.90,220.08,219.42,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_13-41-46.png,95.0,121.0,22.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_13-43-24.png,98.0,106.0,22.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_13-45-03.png,95.0,121.0,22.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_13-46-41.png,97.0,106.0,22.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_13-48-19.png,97.0,106.0,22.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_13-49-57.png,97.0,106.0,22.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_13-51-36.png,95.0,121.0,22.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_13-53-14.png,95.0,121.0,22.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_13-54-53.png,95.0,121.0,22.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-15_14-10-06.png,97.0,121.0,22.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_13-18-53.png,118.0,121.0,32.0,0,0,224,224,board_labeled,merged_geometry_board_manifest.csv,merged_geometry_board_manifest.csv
captured_images/capture_2026-04-18_13-21-46.png,127.0,100.0,17.0,17.77,39.84,218.49,215.61,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_13-23-37.png,110.0,131.0,17.0,0.00,46.89,197.61,215.47,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_13-26-34.png,129.0,123.0,17.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_13-28-35.png,127.0,100.0,17.0,11.75,39.91,219.57,217.96,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_13-31-09.png,110.0,131.0,17.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_13-33-01.png,128.0,124.0,17.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_13-35-17.png,125.0,104.0,17.0,15.19,40.33,219.82,217.86,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_13-37-09.png,118.0,122.0,17.0,17.49,40.75,219.92,217.06,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_13-39-01.png,123.0,125.0,17.0,16.02,40.53,220.30,217.55,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_13-40-52.png,111.0,130.0,17.0,14.46,39.19,219.50,218.91,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_13-42-44.png,112.0,109.0,17.0,14.86,38.65,219.86,218.83,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_13-44-35.png,115.0,135.0,17.0,20.74,37.71,218.40,214.10,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_14-51-12.png,121.0,109.0,22.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_17-22-32.png,121.0,129.0,31.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_17-25-20.png,118.0,145.0,31.0,13.45,35.74,213.50,224.00,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_17-26-51.png,124.0,145.0,31.0,24.82,48.11,220.54,224.00,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_17-28-23.png,122.0,129.0,31.0,21.91,39.51,213.62,224.00,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_17-29-54.png,111.0,139.0,31.0,17.16,35.98,214.86,224.00,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_17-31-25.png,111.0,139.0,31.0,19.16,33.60,210.52,224.00,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_17-32-57.png,111.0,139.0,31.0,19.21,35.00,212.12,224.00,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_17-34-29.png,110.0,139.0,31.0,18.87,34.16,211.50,224.00,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_17-36-00.png,115.0,137.0,31.0,21.14,33.25,210.32,224.00,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_17-37-31.png,118.0,143.0,31.0,21.72,33.60,210.51,224.00,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_17-39-03.png,129.0,142.0,31.0,22.35,35.62,210.17,224.00,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_17-40-34.png,122.0,133.0,31.0,22.34,34.64,211.91,224.00,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_17-42-06.png,118.0,147.0,31.0,22.84,34.03,210.26,224.00,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_17-43-37.png,107.0,139.0,31.0,22.73,33.68,210.41,224.00,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_17-45-09.png,107.0,139.0,31.0,22.06,34.55,210.36,224.00,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-18_17-46-40.png,129.0,142.0,31.0,21.84,34.04,210.41,224.00,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-19_12-56-02.png,111.0,143.0,30.0,0,0,224,224,board_labeled,merged_geometry_board_manifest.csv,merged_geometry_board_manifest.csv
captured_images/capture_2026-04-19_12-57-14.png,111.0,143.0,32.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-19_12-58-27.png,110.0,143.0,32.0,23.00,57.64,178.91,180.79,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-19_12-59-39.png,111.0,143.0,32.0,7.89,34.76,217.30,224.00,board_labeled,canonical_manifest_v1.csv,rectified_crop_boxes_full_scalar_v1.csv
captured_images/capture_2026-04-19_13-00-52.png,111.0,143.0,30.0,0,0,224,224,board_labeled,merged_geometry_board_manifest.csv,merged_geometry_board_manifest.csv
captured_images/capture_2026-04-19_13-00-52_preview.png,111.0,143.0,30.0,0,0,224,224,board_labeled,merged_geometry_board_manifest.csv,merged_geometry_board_manifest.csv
captured_images/capture_2026-04-19_13-02-04.png,129.0,147.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-03-17.png,128.0,146.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-04-29.png,111.0,143.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-05-42.png,118.0,157.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-06-55.png,124.0,151.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-08-08.png,129.0,147.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-09-21.png,118.0,148.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-10-33.png,118.0,154.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-10-33_preview.png,118.0,154.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-11-46.png,118.0,149.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-12-59.png,129.0,147.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-14-12.png,112.0,143.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-15-24.png,111.0,143.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-16-37.png,129.0,147.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-17-49.png,129.0,147.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-19-02.png,129.0,147.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-20-14.png,110.0,143.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-21-27.png,118.0,154.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-22-41.png,110.0,143.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-23-53.png,112.0,145.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-25-07.png,118.0,149.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-26-19.png,118.0,149.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-27-33.png,129.0,147.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-28-45.png,112.0,143.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-29-59.png,118.0,152.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-31-12.png,118.0,151.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-32-25.png,123.0,139.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-33-38.png,110.0,143.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-34-50.png,128.0,147.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-36-03.png,128.0,147.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-37-16.png,129.0,147.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-38-29.png,118.0,155.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-39-41.png,128.0,147.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-40-54.png,129.0,147.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-42-07.png,129.0,147.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-43-20.png,129.0,147.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-44-32.png,128.0,148.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-45-45.png,118.0,155.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_13-45-59.png,110.0,145.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_16-40-52.png,113.0,148.0,30.0,0,0,224,224,board_labeled,merged_geometry_board_manifest.csv,merged_geometry_board_manifest.csv
captured_images/capture_2026-04-19_16-42-05.png,129.0,148.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_16-43-18.png,118.0,157.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_16-44-31.png,124.0,151.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_16-45-44.png,118.0,155.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_16-46-57.png,118.0,152.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_16-48-10.png,111.0,145.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_16-49-23.png,128.0,148.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_16-50-36.png,113.0,148.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_16-51-49.png,110.0,145.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_16-53-02.png,110.0,145.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_16-54-15.png,121.0,137.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_16-55-28.png,113.0,142.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_16-56-41.png,112.0,145.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_16-57-54.png,128.0,148.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_16-59-07.png,121.0,137.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_17-00-20.png,130.0,149.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_17-01-33.png,110.0,145.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_17-02-46.png,118.0,151.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_17-03-59.png,118.0,157.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_17-05-12.png,118.0,151.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_17-06-25.png,130.0,148.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_17-07-38.png,112.0,145.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_17-08-51.png,118.0,153.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_17-10-04.png,118.0,157.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_17-11-17.png,124.0,151.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_17-12-30.png,113.0,146.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_17-12-44.png,118.0,149.0,30.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_18-23-05.png,125.0,148.0,22.0,0,0,224,224,board_labeled,merged_geometry_board_manifest.csv,merged_geometry_board_manifest.csv
captured_images/capture_2026-04-19_18-25-28.png,111.0,145.0,22.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_18-26-41.png,124.0,151.0,22.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_18-27-53.png,129.0,148.0,22.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_18-29-06.png,118.0,155.0,22.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
captured_images/capture_2026-04-19_18-30-19.png,124.0,149.0,22.0,0,0,224,224,board_labeled,manual_visual_review,manual_visual_review
