image_path,value,x0,y0,x1,y1
ml/data/raw/PXL_20260125_114642671.jpg,-29.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114653836.jpg,-29.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114751509.jpg,-29.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114850084.jpg,-29.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114854789.jpg,-29.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114908980.jpg,-29.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_m25c.jpg,-25.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_m19c.png,-19.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_m18c.png,-18.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114841596.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114842502.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114843309.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114844155.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114845174.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114845992.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114847037.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114848028.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114848857.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114850916.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114851923.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114857049.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114859876.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114901412.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114901695.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114908265.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114909671.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114911288.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114912074.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114912923.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114913726.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114914961.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114915707.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114922671.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114923491.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114924323.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114925061.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114925728.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114926493.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114936296.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114941106.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114944228.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114949989.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114954780.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_114959197.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115007049.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115011316.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115025538.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115028857.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115038687.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115121320.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115123844.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115127422.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115130654.jpg,-17.5,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_m10c.jpg,-10.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_m10c_preview.png,-10.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115113912.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115115395.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115116424.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115117057.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115117933.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115118563.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115119325.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115119880.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115120449.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115120953.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115122110.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115122663.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115124744.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115125409.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115126158.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115126899.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115127962.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115128514.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115129083.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115129858.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115143033.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115143850.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115144597.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115145405.jpg,-7.5,0.00,277.57,3472.00,4360.00
ml/data/raw/PXL_20260125_115146294.jpg,-7.5,0.00,550.58,3472.00,4064.39
ml/data/raw/PXL_20260125_115147221.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115148055.jpg,-7.5,0.00,607.53,3472.00,4199.14
ml/data/raw/PXL_20260125_115148744.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115149366.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115150021.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115150984.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115159520.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115200210.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115200940.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115201566.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115204481.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115207208.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115208285.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115209157.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115218666.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115222662.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115237147.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115239306.jpg,-7.5,0.00,194.30,3472.00,4421.43
ml/data/raw/PXL_20260125_115240763.jpg,-7.5,0.00,257.37,3472.00,4424.44
ml/data/raw/PXL_20260125_115242004.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115243334.jpg,-7.5,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_0c_preview.png,0.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_p5c.png,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115323183.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115323990.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115324736.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115325407.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115325972.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115326457.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115326987.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115327587.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115328247.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115328820.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115329709.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115330301.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115331993.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115332945.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115334057.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115334678.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115335432.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115336256.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115343103.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115343746.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115344301.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115344951.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115345639.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115346411.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115349576.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115350771.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115354208.jpg,5.0,0.00,233.66,3472.00,4303.68
ml/data/raw/PXL_20260125_115354940.jpg,5.0,0.00,87.56,3472.00,4262.39
ml/data/raw/PXL_20260125_115355557.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115356240.jpg,5.0,0.00,142.19,3472.00,4362.60
ml/data/raw/PXL_20260125_115357253.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115357834.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115404470.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115406833.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115408380.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115410910.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115413920.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115417966.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115421648.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115429504.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115433668.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115538083.jpg,5.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_p10c_preview.png,10.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-24_22-24-04.png,10.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-24_22-30-21.png,10.0,23.00,57.64,178.91,180.79
ml/data/captured_images/_live_rectified_probe/capture_2026-04-18_13-18-53/board_crop.png,14.0,23.00,57.64,178.91,180.79
ml/data/captured_images/_live_rectified_probe/capture_2026-04-18_13-21-46/board_crop.png,14.0,1.04,42.35,212.81,203.34
ml/data/captured_images/_live_rectified_probe/capture_2026-04-18_13-23-37/board_crop.png,14.0,23.00,57.64,178.91,180.79
ml/data/captured_images/_live_rectified_probe/capture_2026-04-18_13-26-34/board_crop.png,14.0,23.00,57.64,178.91,180.79
ml/data/captured_images/_live_rectified_probe/capture_2026-04-18_13-28-35/board_crop.png,14.0,23.00,57.64,178.91,180.79
ml/data/captured_images/_live_rectified_probe/capture_2026-04-18_13-31-09/board_crop.png,14.0,23.00,57.64,178.91,180.79
ml/data/captured_images/_live_rectified_probe/capture_2026-04-18_13-33-01/board_crop.png,14.0,23.00,57.64,178.91,180.79
ml/data/captured_images/_live_rectified_probe/capture_2026-04-18_13-35-17/board_crop.png,14.0,23.00,57.64,178.91,180.79
ml/data/captured_images/_live_rectified_probe/capture_2026-04-18_13-37-09/board_crop.png,14.0,23.00,57.64,178.91,180.79
ml/data/captured_images/_live_rectified_probe/capture_2026-04-18_13-39-01/board_crop.png,14.0,23.00,57.64,178.91,180.79
ml/data/captured_images/_live_rectified_probe/capture_2026-04-18_13-40-52/board_crop.png,14.0,23.00,57.64,178.91,180.79
ml/data/captured_images/_live_rectified_probe/capture_2026-04-18_13-42-44/board_crop.png,14.0,23.00,57.64,178.91,180.79
ml/data/captured_images/_live_rectified_probe/capture_2026-04-18_13-44-35/board_crop.png,14.0,6.97,42.92,215.08,204.12
ml/data/captured_images/capture_p15c.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115535839.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115536463.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115537100.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115537581.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115538761.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115539262.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115539763.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115540293.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115541259.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115541834.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115542831.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115543576.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115544186.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115544803.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115545411.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115546076.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115546842.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115547414.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115551028.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115551677.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115552259.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115552985.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115554156.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115554764.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115603764.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115605315.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115607703.jpg,15.0,0.00,727.14,3472.00,4624.00
ml/data/raw/PXL_20260125_115608397.jpg,15.0,0.00,687.14,3472.00,4400.98
ml/data/raw/PXL_20260125_115609083.jpg,15.0,0.00,566.55,3472.00,4583.62
ml/data/raw/PXL_20260125_115609819.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115610360.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115610974.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115611830.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115612552.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115615761.jpg,15.0,0.00,775.16,3472.00,4303.75
ml/data/raw/PXL_20260125_115617076.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115618539.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115626909.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115629884.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115632590.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115635063.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115638675.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115647174.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115652848.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115659911.jpg,15.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-18_13-18-53.png,17.0,12.71,40.83,217.35,219.24
ml/data/captured_images/capture_2026-04-18_13-21-46.png,17.0,17.77,39.84,218.49,215.61
ml/data/captured_images/capture_2026-04-18_13-23-37.png,17.0,0.00,46.89,197.61,215.47
ml/data/captured_images/capture_2026-04-18_13-26-34.png,17.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-18_13-28-35.png,17.0,11.75,39.91,219.57,217.96
ml/data/captured_images/capture_2026-04-18_13-31-09.png,17.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-18_13-33-01.png,17.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-18_13-35-17.png,17.0,15.19,40.33,219.82,217.86
ml/data/captured_images/capture_2026-04-18_13-37-09.png,17.0,17.49,40.75,219.92,217.06
ml/data/captured_images/capture_2026-04-18_13-39-01.png,17.0,16.02,40.53,220.30,217.55
ml/data/captured_images/capture_2026-04-18_13-40-52.png,17.0,14.46,39.19,219.50,218.91
ml/data/captured_images/capture_2026-04-18_13-42-44.png,17.0,14.86,38.65,219.86,218.83
ml/data/captured_images/capture_2026-04-18_13-44-35.png,17.0,20.74,37.71,218.40,214.10
ml/data/captured_images/capture_0007.png,18.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_0075.png,19.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-03_15-46-04.png,19.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_p20.jpg,20.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_p20c_preview.png,20.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_0008.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-15_11-28-02.png,22.0,31.68,31.43,213.71,185.20
ml/data/captured_images/capture_2026-04-15_11-29-40.png,22.0,32.28,32.82,214.83,187.88
ml/data/captured_images/capture_2026-04-15_11-31-17.png,22.0,31.91,31.81,213.89,185.63
ml/data/captured_images/capture_2026-04-15_11-32-55.png,22.0,32.31,32.86,214.93,187.98
ml/data/captured_images/capture_2026-04-15_11-34-07.png,22.0,31.80,31.52,213.72,185.19
ml/data/captured_images/capture_2026-04-15_11-35-45.png,22.0,31.93,31.89,213.98,185.92
ml/data/captured_images/capture_2026-04-15_11-37-23.png,22.0,32.07,32.13,214.08,186.22
ml/data/captured_images/capture_2026-04-15_11-39-00.png,22.0,31.48,30.94,212.98,183.82
ml/data/captured_images/capture_2026-04-15_11-40-37.png,22.0,31.42,30.65,212.87,183.49
ml/data/captured_images/capture_2026-04-15_11-42-14.png,22.0,31.92,31.99,213.94,186.01
ml/data/captured_images/capture_2026-04-15_11-43-52.png,22.0,31.86,31.82,213.86,185.66
ml/data/captured_images/capture_2026-04-15_11-45-29.png,22.0,31.95,32.03,213.98,186.01
ml/data/captured_images/capture_2026-04-15_11-47-07.png,22.0,31.65,31.11,213.19,184.25
ml/data/captured_images/capture_2026-04-15_11-53-13.png,22.0,31.52,31.02,213.11,184.38
ml/data/captured_images/capture_2026-04-15_11-54-49.png,22.0,31.48,30.85,212.97,184.11
ml/data/captured_images/capture_2026-04-15_11-56-26.png,22.0,31.36,30.31,212.48,183.01
ml/data/captured_images/capture_2026-04-15_11-58-03.png,22.0,31.69,30.94,212.99,183.96
ml/data/captured_images/capture_2026-04-15_12-06-42.png,22.0,31.78,31.21,213.23,184.24
ml/data/captured_images/capture_2026-04-15_13-08-57.png,22.0,19.68,39.72,218.81,215.35
ml/data/captured_images/capture_2026-04-15_13-10-35.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-15_13-12-13.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-15_13-13-50.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-15_13-15-28.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-15_13-17-07.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-15_13-18-44.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-15_13-22-10.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-15_13-25-27.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-15_13-27-05.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-15_13-28-42.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-15_13-30-20.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-15_13-31-58.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-15_13-33-37.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-15_13-35-15.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-15_13-36-53.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-15_13-38-31.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-15_13-40-07.png,22.0,12.19,39.90,220.08,219.42
ml/data/captured_images/capture_2026-04-15_13-41-46.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-15_13-43-24.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-15_13-45-03.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-15_13-46-41.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-15_13-48-19.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-15_13-49-57.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-15_13-51-36.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-15_13-53-14.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-15_13-54-53.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-15_14-10-06.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_2026-04-18_14-51-12.png,22.0,23.00,57.64,178.91,180.79
ml/data/captured_images/capture_p25c.jpg,25.0,23.00,57.64,178.91,180.79
ml/data/raw/PXL_20260125_115735138.jpg,26.5,23.00,57.64,178.91,180.79
